TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT2G18390	-0.28947	-0.28947	-0.12281	-0.28947	-0.28947	embryo.all
AT1G04760	-0.15686	-0.32353	-0.32353	-0.32353	-0.15686	embryo.all
AT3G53450	-0.08571	-0.28947	-0.50000	-0.12281	-0.28947	embryo.all
AT1G14610	-0.26667	-0.33333	-0.26667	-0.26176	-0.16176	embryo.all
AT3G05060	-0.04310	-0.45977	-0.04310	-0.29310	-0.45977	embryo.all
AT2G03670	-0.12581	-0.54603	-0.10938	-0.38974	-0.13016	embryo.all
AT5G40660	-0.33077	-0.13547	-0.30690	-0.24510	-0.28632	embryo.all
AT4G21820	-0.21730	-0.28140	-0.30214	-0.16044	-0.34755	embryo.all
AT4G30840	-0.29661	-0.46328	-0.29661	-0.12994	-0.12994	embryo.all
AT4G11130	-0.21167	-0.36063	-0.40031	-0.28089	-0.06661	embryo.all
AT1G20380	-0.26313	-0.27455	-0.40994	-0.17932	-0.20313	embryo.all
AT5G05940	-0.03750	-0.40116	-0.32549	-0.31783	-0.25116	embryo.all
AT1G77030	-0.04885	-0.21552	-0.47174	-0.38218	-0.21552	embryo.all
AT5G45780	-0.25616	-0.19122	-0.07353	-0.32418	-0.49425	embryo.all
AT2G21385	-0.43571	-0.35238	-0.35238	-0.18571	-0.01905	embryo.all
AT2G45190	-0.26923	-0.26923	-0.26923	-0.26923	-0.26923	embryo.all
AT3G26600	-0.08696	-0.33696	-0.58696	-0.17029	-0.16667	embryo.all
AT3G63310	-0.13333	-0.47436	-0.13333	-0.47436	-0.13333	embryo.all
AT1G08510	-0.19380	-0.46364	-0.28904	-0.11364	-0.28904	embryo.all
AT2G29570	-0.19595	-0.28070	-0.28070	-0.44737	-0.14595	embryo.all
AT3G23290	-0.20430	-0.20430	-0.20430	-0.37097	-0.37097	embryo.all
AT5G08500	-0.28571	-0.30175	-0.28052	-0.20690	-0.28571	embryo.all
AT1G18850	-0.39583	-0.49291	0.15033	-0.31250	-0.31250	embryo.all
AT4G37170	-0.30567	-0.28937	-0.29514	-0.22045	-0.25833	embryo.all
AT4G36930	-0.21739	-0.21739	0.00000	-0.46739	-0.46739	embryo.all
AT1G67100	-0.15556	-0.24091	-0.32609	-0.32609	-0.32609	embryo.all
AT3G27120	-0.27500	-0.27500	-0.27500	-0.27500	-0.27500	embryo.all
AT4G17530	-0.27778	-0.27778	-0.44444	-0.19118	-0.19118	embryo.all
AT3G49710	-0.42527	-0.22826	-0.44255	-0.06159	-0.22527	embryo.all
AT5G10910	-0.30370	-0.37037	-0.30370	-0.30370	-0.10370	embryo.all
AT5G55620	-0.15000	-0.25000	-0.25000	-0.38889	-0.35000	embryo.all
AT1G16740	-0.38235	-0.20833	-0.20833	-0.38235	-0.20833	embryo.all
AT1G72340	-0.29412	-0.24866	-0.07983	-0.36853	-0.40000	embryo.all
AT2G43630	-0.31183	-0.31183	-0.31183	-0.14516	-0.31183	embryo.all
AT2G29760	-0.16494	-0.46074	-0.28922	-0.10690	-0.37741	embryo.all
AT3G50660	-0.30488	-0.20000	-0.30000	-0.30000	-0.30000	embryo.all
AT5G13850	-0.28571	-0.28571	-0.28571	-0.28571	-0.28571	embryo.all
AT2G40700	-0.46667	-0.25753	-0.40753	0.10135	-0.40753	embryo.all
AT1G13230	-0.32099	-0.32099	-0.32099	-0.32099	-0.15432	embryo.all
AT3G56300	-0.27778	-0.37778	-0.25000	-0.33333	-0.20495	embryo.all
AT1G71440	-0.19881	-0.15296	-0.24598	-0.44835	-0.39835	embryo.all
AT1G48570	-0.24561	-0.32895	-0.24561	-0.24561	-0.37895	embryo.all
AT4G32540	-0.39007	-0.22340	-0.39007	-0.39007	-0.05674	embryo.all
AT1G11130	-0.26812	-0.25362	-0.25714	-0.25000	-0.42381	embryo.all
AT5G53210	-0.32857	-0.32857	-0.32857	-0.13889	-0.32857	embryo.all
AT5G06540	-0.37895	-0.32292	-0.17895	-0.24561	-0.32895	embryo.all
AT5G12410	-0.17442	-0.42442	-0.34109	-0.17442	-0.34109	embryo.all
AT4G26840	-0.40909	-0.24242	-0.15909	-0.40909	-0.24242	embryo.all
AT4G29430	-0.41667	-0.15000	-0.06667	-0.41667	-0.41667	embryo.all
AT5G64670	-0.32857	-0.32857	-0.16190	-0.32857	-0.32857	embryo.all
AT5G14620	-0.28431	-0.37222	-0.11765	-0.28889	-0.41765	embryo.all
AT5G06300	-0.15909	-0.41667	-0.41667	-0.24638	-0.24638	embryo.all
AT1G27880	-0.03541	-0.44872	-0.32635	-0.46731	-0.21017	embryo.all
AT1G48200	-0.36000	-0.36000	-0.25000	-0.26000	-0.26000	embryo.all
AT4G30700	-0.29004	-0.29004	-0.26154	-0.29004	-0.37338	embryo.all
AT4G34910	-0.28919	-0.28919	-0.25198	-0.18919	-0.48919	embryo.all
AT2G42710	-0.28571	-0.53571	-0.28571	-0.11905	-0.28571	embryo.all
AT5G40630	-0.09615	-0.41667	-0.41667	-0.16667	-0.41667	embryo.all
AT3G19590	-0.36486	-0.36486	-0.05714	-0.36486	-0.36486	embryo.all
AT1G79580	-0.23684	-0.23684	-0.40351	-0.40351	-0.23684	embryo.all
AT5G14000	-0.32051	-0.40385	-0.32051	-0.32051	-0.15385	embryo.all
AT3G03560	-0.49811	-0.02564	-0.29231	-0.17273	-0.53145	embryo.all
AT5G06370	-0.30435	-0.30435	-0.30435	-0.30435	-0.30435	embryo.all
AT3G51400	-0.20588	-0.37255	-0.37255	-0.20588	-0.37255	embryo.all
AT1G73990	-0.41102	-0.32768	-0.32768	-0.15000	-0.31667	embryo.all
AT1G17480	-0.26667	-0.31973	-0.31973	-0.31973	-0.31973	embryo.all
AT2G34180	-0.39634	-0.13095	-0.24198	-0.38855	-0.39634	embryo.all
AT5G56590	-0.31356	-0.31356	-0.31356	-0.31356	-0.31356	embryo.all
AT1G08130	-0.22857	-0.32190	-0.37729	-0.31101	-0.33883	embryo.all
AT1G75240	-0.44928	-0.28261	-0.28261	-0.28261	-0.28261	embryo.all
AT5G11770	-0.36667	-0.11667	-0.36667	-0.36667	-0.36667	embryo.all
AT3G06040	-0.27778	-0.38889	-0.26797	-0.26190	-0.38889	embryo.all
AT1G29250	-0.31818	-0.31818	-0.31818	-0.31818	-0.31818	embryo.all
AT5G39510	-0.38760	-0.21429	-0.38760	-0.22093	-0.38760	embryo.all
AT2G38810	-0.33333	-0.33333	-0.33333	-0.26667	-0.33333	embryo.all
AT5G16000	-0.56056	-0.26056	-0.09390	-0.26056	-0.42723	embryo.all
AT1G76150	-0.14815	-0.31481	-0.41481	-0.31481	-0.41481	embryo.all
AT4G29830	-0.35714	-0.35714	-0.35714	-0.19048	-0.35714	embryo.all
AT1G36980	-0.19118	-0.44118	-0.27451	-0.44118	-0.27451	embryo.all
AT5G51120	-0.19048	-0.35714	-0.35714	-0.36111	-0.35714	embryo.all
AT3G48110	-0.44697	-0.53030	-0.25253	-0.09697	-0.29697	embryo.all
AT3G06170	-0.32759	-0.32759	-0.32759	-0.32759	-0.32456	embryo.all
AT5G64370	-0.42138	-0.25472	-0.35000	-0.25472	-0.35472	embryo.all
AT5G60960	-0.34667	-0.43000	-0.18056	-0.34667	-0.34667	embryo.all
AT3G49870	-0.33333	-0.33333	-0.33333	-0.33333	-0.33333	embryo.all
AT5G47640	-0.33333	-0.33333	-0.33333	-0.33333	-0.33333	embryo.all
AT3G60245	-0.38889	-0.38889	-0.38889	-0.12500	-0.38889	embryo.all
AT5G51560	-0.10606	-0.58161	-0.44828	-0.27273	-0.27273	embryo.all
AT1G06310	-0.42037	-0.25357	-0.34286	-0.37857	-0.29457	embryo.all
AT3G56440	-0.07143	-0.40476	-0.40476	-0.40476	-0.40476	embryo.all
AT5G65710	-0.41023	-0.41023	-0.29190	-0.24703	-0.34494	embryo.all
AT5G18820	-0.44298	-0.17333	-0.27632	-0.37333	-0.44298	embryo.all
AT1G30580	-0.36364	-0.36364	-0.10000	-0.36364	-0.53030	embryo.all
AT1G69410	-0.39474	-0.14474	-0.39474	-0.39474	-0.39474	embryo.all
AT1G08770	-0.42982	-0.42982	-0.18137	-0.26316	-0.42982	embryo.all
AT1G24310	-0.48299	-0.31633	-0.31633	-0.31633	-0.31633	embryo.all
AT5G63910	-0.25641	-0.25641	-0.42308	-0.55641	-0.25641	embryo.all
AT5G62850	-0.36667	-0.36667	-0.36667	-0.20000	-0.45000	embryo.all
AT2G38360	-0.13131	-0.38889	-0.55556	-0.28889	-0.38889	embryo.all
AT5G13520	-0.14216	-0.30882	-0.52311	-0.30882	-0.47549	embryo.all
AT3G21300	-0.47000	-0.22000	-0.38667	-0.47000	-0.22000	embryo.all
AT2G01270	-0.45588	-0.37255	-0.20588	-0.37255	-0.37255	embryo.all
AT2G29390	-0.12500	-0.54167	-0.37500	-0.37500	-0.37500	embryo.all
AT3G06420	-0.55556	-0.28889	-0.28889	-0.28889	-0.38889	embryo.all
AT3G15710	-0.36364	-0.36364	-0.36364	-0.36364	-0.36364	embryo.all
AT1G15390	-0.24074	-0.31217	-0.31217	-0.46429	-0.49074	embryo.all
AT5G04660	-0.43496	-0.16543	-0.51829	-0.43496	-0.26829	embryo.all
AT1G01940	-0.33333	-0.33333	-0.50000	-0.33333	-0.33333	embryo.all
AT5G50890	-0.38596	-0.21930	-0.38596	-0.38596	-0.46930	embryo.all
AT5G20650	-0.36957	-0.36957	-0.36957	-0.36957	-0.36957	embryo.all
AT1G03360	-0.25000	-0.35000	-0.41667	-0.41667	-0.41667	embryo.all
AT3G53220	-0.40217	-0.40217	-0.40217	-0.25217	-0.40217	embryo.all
AT5G62960	-0.20513	-0.53846	-0.37179	-0.37500	-0.37500	embryo.all
AT4G30330	-0.37500	-0.37500	-0.37500	-0.37500	-0.37500	embryo.all
AT4G33760	-0.38974	-0.38974	-0.32308	-0.38974	-0.38974	embryo.all
AT4G35750	-0.43103	-0.18103	-0.43103	-0.43103	-0.43103	embryo.all
AT5G23290	-0.38235	-0.38235	-0.38235	-0.38235	-0.38235	embryo.all
AT4G37610	-0.36364	-0.53483	-0.50149	-0.01990	-0.50149	embryo.all
AT1G66580	-0.22059	-0.47222	-0.30476	-0.47222	-0.47222	embryo.all
AT2G39140	-0.27500	-0.51744	-0.51579	-0.40549	-0.23333	embryo.all
AT5G36960	-0.43571	-0.28571	-0.41299	-0.37802	-0.43571	embryo.all
AT2G26700	-0.54730	-0.46396	-0.19730	-0.28667	-0.46396	embryo.all
AT4G18750	-0.50974	-0.47403	-0.25974	-0.35974	-0.35974	embryo.all
AT1G74260	-0.50881	-0.39452	-0.30000	-0.30137	-0.46119	embryo.all
AT4G04870	-0.42138	-0.41212	-0.39108	-0.33214	-0.41212	embryo.all
AT1G07370	-0.46154	-0.46154	-0.29333	-0.46154	-0.29487	embryo.all
AT4G22330	-0.41304	-0.41304	-0.28333	-0.45238	-0.41304	embryo.all
AT2G18500	-0.46970	-0.42500	-0.21818	-0.42500	-0.46970	embryo.all
AT2G30130	-0.38462	-0.38462	-0.38462	-0.38462	-0.48462	embryo.all
AT5G11240	-0.42000	-0.36287	-0.27177	-0.49620	-0.47398	embryo.all
AT3G23920	-0.27108	-0.44048	-0.27108	-0.44048	-0.60714	embryo.all
AT3G05470	-0.28696	-0.40124	-0.43696	-0.43696	-0.48696	embryo.all
AT2G26520	-0.43333	-0.25000	-0.32353	-0.63333	-0.43333	embryo.all
AT3G59840	-0.41667	-0.58333	-0.41667	-0.25000	-0.41667	embryo.all
AT2G45440	-0.39362	-0.22464	-0.56028	-0.54167	-0.39362	embryo.all
AT1G07790	-0.38462	-0.38462	-0.55128	-0.55128	-0.28462	embryo.all
AT4G37760	-0.36207	-0.46207	-0.36047	-0.36207	-0.61207	embryo.all
AT1G14980	-0.43333	-0.43333	-0.43750	-0.43333	-0.43750	embryo.all
AT1G07310	-0.41135	-0.54468	-0.41135	-0.41135	-0.41135	embryo.all
AT1G07410	-0.44737	-0.44737	-0.44737	-0.44737	-0.44737	embryo.all
AT4G34120	-0.43590	-0.43590	-0.43590	-0.51923	-0.43590	embryo.all
AT5G67320	-0.49194	-0.48016	-0.49194	-0.39683	-0.40860	embryo.all
AT4G36210	-0.56812	-0.51812	-0.51812	-0.10145	-0.56812	embryo.all
AT4G33100	-0.38889	-0.38889	-0.38889	-0.55556	-0.55556	embryo.all
AT1G06080	-0.46667	-0.46667	-0.46667	-0.46667	-0.46667	embryo.all
AT4G12970	-0.51429	-0.51429	-0.51429	-0.38095	-0.46429	embryo.all
AT1G72670	-0.31818	-0.62143	-0.47368	-0.48810	-0.48810	embryo.all
AT5G12020	-0.45833	-0.45833	-0.45833	-0.45833	-0.62500	embryo.all
AT1G54050	-0.53922	-0.56303	-0.56303	-0.35238	-0.50588	embryo.all
AT4G29960	-0.49425	-0.51509	-0.51509	-0.49425	-0.51509	embryo.all
AT5G22810	-0.53431	-0.60256	-0.51923	-0.36923	-0.61765	embryo.all
AT1G21870	-0.58333	-0.56803	-0.51247	-0.46053	-0.56803	embryo.all
AT3G18510	0.50000	0.50000	0.33333	0.07143	0.50000	embryo.proper
AT1G61570	0.33333	0.33333	0.33333	0.33333	0.41667	embryo.proper
AT1G79060	0.33333	0.33333	0.26923	0.24515	0.31818	embryo.proper
AT1G55460	0.29242	0.28544	0.30000	0.20152	0.31963	embryo.proper
AT2G03070	0.34367	0.35979	0.35478	0.30195	0.00513	embryo.proper
AT1G19100	0.12719	0.33553	0.31767	0.31767	0.21053	embryo.proper
AT1G32630	0.10000	0.35000	0.35000	0.26667	0.20000	embryo.proper
AT1G06720	0.39783	0.37341	0.01978	0.09890	0.34459	embryo.proper
AT4G03180	0.21429	0.21429	0.03030	0.38095	0.38095	embryo.proper
AT5G60030	0.24216	0.34137	0.17073	0.05476	0.38898	embryo.proper
AT3G54630	0.22630	0.36481	0.30963	0.05963	0.22630	embryo.proper
AT2G47920	0.27880	0.21013	0.15710	0.27880	0.18952	embryo.proper
AT1G61240	0.19048	0.28819	0.18925	0.22338	0.19697	embryo.proper
AT5G44120	0.23333	0.13889	0.13889	0.30065	0.25714	embryo.proper
AT1G28060	0.17829	0.17829	0.17829	0.34496	0.17829	embryo.proper
AT5G38170	0.21154	0.04487	0.21154	0.21154	0.37821	embryo.proper
AT1G09770	0.23167	0.25694	0.18413	0.18750	0.18413	embryo.proper
AT5G25060	0.23429	0.22290	0.23736	0.11181	0.22338	embryo.proper
AT1G29962	0.26667	0.09016	0.30751	0.09016	0.26667	embryo.proper
AT3G49890	0.34615	0.25157	0.26667	0.07692	0.07692	embryo.proper
AT4G00770	0.27368	0.25228	0.30585	0.00344	0.17368	embryo.proper
AT5G62990	0.15118	0.23830	0.23830	0.21053	0.16754	embryo.proper
AT5G46740	0.28295	0.17100	0.13542	0.17865	0.23350	embryo.proper
AT3G07050	0.12500	0.22920	0.15368	0.30538	0.17500	embryo.proper
AT3G02760	0.20323	0.02823	0.29167	0.26037	0.20323	embryo.proper
AT1G09700	0.15049	0.31715	0.20045	0.14734	0.14734	embryo.proper
AT3G51750	0.09195	0.08333	0.25862	0.25862	0.25862	embryo.proper
AT1G31310	0.25989	0.20559	0.25694	0.00678	0.22105	embryo.proper
AT3G20150	0.23913	0.18129	0.17554	0.10068	0.23913	embryo.proper
AT1G23280	0.22333	0.26845	0.04000	0.14151	0.25538	embryo.proper
AT4G17960	-0.02381	0.35965	0.12500	0.16667	0.30000	embryo.proper
AT1G20220	0.18386	0.13776	0.18386	0.27019	0.13000	embryo.proper
AT4G17520	0.18841	0.21739	0.12174	0.22941	0.14480	embryo.proper
AT1G12830	0.12500	0.29167	0.38830	-0.04167	0.12500	embryo.proper
AT1G03530	0.11240	0.10769	0.21719	0.11719	0.33147	embryo.proper
AT2G31725	0.16176	0.16176	0.23750	0.16176	0.16176	embryo.proper
AT2G18220	0.19123	0.13409	0.21850	0.05861	0.26901	embryo.proper
AT1G31010	-0.07650	0.27083	0.20306	0.18247	0.27604	embryo.proper
AT3G59550	0.19829	0.17488	0.09829	0.27536	0.10345	embryo.proper
AT5G55920	0.15741	0.26347	0.26347	0.18498	-0.02542	embryo.proper
AT1G51080	0.19444	0.19444	0.12778	0.19444	0.12778	embryo.proper
AT1G06180	0.20513	0.15263	0.21930	-0.04737	0.30263	embryo.proper
AT1G26760	0.21631	0.08298	0.27599	0.12895	0.12500	embryo.proper
AT3G58100	0.31250	0.06250	0.06250	0.06250	0.31250	embryo.proper
AT1G64670	0.09211	0.22300	0.14363	0.14091	0.20598	embryo.proper
AT5G45400	0.15959	0.17056	0.21906	0.07647	0.17056	embryo.proper
AT5G52380	0.12931	0.26820	0.12931	0.12931	0.12931	embryo.proper
AT1G10780	0.23438	0.32638	0.23547	0.12935	-0.14545	embryo.proper
AT3G43210	0.18425	0.17023	0.18425	0.12366	0.11355	embryo.proper
AT1G13790	0.25989	0.01681	0.09167	0.09167	0.30595	embryo.proper
AT2G47790	0.17760	0.14426	0.20141	0.09426	0.14426	embryo.proper
AT5G51410	0.18182	0.10606	0.18182	0.10606	0.18182	embryo.proper
AT1G64490	0.15249	0.07143	0.11538	0.26515	0.15249	embryo.proper
AT1G79150	0.11340	0.16938	0.14450	0.15179	0.16477	embryo.proper
AT1G08560	0.15303	0.18622	0.17972	0.07778	0.14444	embryo.proper
AT4G29000	0.16667	0.24485	0.16667	-0.00515	0.16151	embryo.proper
AT5G63700	0.16304	0.16304	0.16304	0.07576	0.16304	embryo.proper
AT4G02800	0.09790	0.20313	0.04361	0.12255	0.24615	embryo.proper
AT1G29270	0.14054	0.04054	0.20721	0.02632	0.29054	embryo.proper
AT4G17950	0.22917	-0.03061	0.14493	0.21939	0.13605	embryo.proper
AT3G12340	0.21871	0.28537	0.11871	0.12143	-0.04796	embryo.proper
AT1G62710	0.23214	0.07598	0.05091	0.11979	0.20313	embryo.proper
AT1G13740	0.06962	0.23629	0.23629	-0.09705	0.23629	embryo.proper
AT1G32760	0.18561	0.11565	0.11565	0.17429	0.08534	embryo.proper
AT5G01870	0.17647	0.17647	-0.03030	0.17647	0.17647	embryo.proper
AT4G10620	0.08966	0.20741	0.21991	0.03757	0.11708	embryo.proper
AT3G19020	-0.02861	0.02994	0.26783	0.09244	0.30754	embryo.proper
AT5G19960	0.27273	-0.02000	0.27273	0.15686	-0.02000	embryo.proper
AT1G12530	0.25641	0.23810	0.18974	-0.09524	0.07143	embryo.proper
AT4G10640	0.14321	0.14667	0.04671	0.04514	0.27251	embryo.proper
AT2G21060	0.12143	0.15476	0.06034	0.15476	0.15476	embryo.proper
AT3G28730	-0.10000	0.15000	0.20449	0.14560	0.23333	embryo.proper
AT2G46410	0.13725	0.25000	0.13725	-0.03846	0.13725	embryo.proper
AT5G62100	0.26344	0.09016	0.09016	0.08730	0.09016	embryo.proper
AT3G27660	0.13818	0.11448	0.13818	0.09921	0.12143	embryo.proper
AT1G28420	0.14259	0.08470	0.14485	0.14738	0.07111	embryo.proper
AT5G18750	0.14286	-0.09524	-0.02857	0.24086	0.32419	embryo.proper
AT1G14687	0.25000	0.00000	0.33333	0.00000	0.00000	embryo.proper
AT1G32730	0.18333	0.18333	0.01667	0.18333	0.01667	embryo.proper
AT4G23780	0.13636	0.13636	0.03636	0.13636	0.13636	embryo.proper
AT1G54160	0.08647	0.24710	0.25854	-0.00877	-0.00877	embryo.proper
AT5G11780	0.16717	-0.00426	0.17908	0.09574	0.13421	embryo.proper
AT5G45700	0.12500	0.14667	0.10119	0.10000	0.09091	embryo.proper
AT4G17540	0.31220	-0.20155	-0.02778	0.14856	0.31220	embryo.proper
AT1G16800	0.15483	0.04372	0.08538	0.14247	0.11389	embryo.proper
AT5G55660	0.27477	0.00811	0.10690	0.10811	0.03668	embryo.proper
AT3G62050	0.16292	0.16292	0.04615	0.16292	-0.00375	embryo.proper
AT3G12480	0.19623	0.06289	0.14623	0.06289	0.06289	embryo.proper
AT2G25650	0.07338	0.09559	0.07338	0.22240	0.06407	embryo.proper
AT3G53280	0.18803	0.12506	0.14191	-0.08245	0.15506	embryo.proper
AT5G66940	0.17886	0.17886	0.26220	-0.17778	0.08362	embryo.proper
AT4G31760	-0.18721	0.15278	0.08571	0.23611	0.23611	embryo.proper
AT1G63650	0.13448	0.14008	0.12896	0.00556	0.11396	embryo.proper
AT4G11080	0.11016	0.09231	0.11194	0.11633	0.08655	embryo.proper
AT1G06670	0.09233	0.09493	0.09792	0.07610	0.15417	embryo.proper
AT3G27530	0.09483	0.08901	0.07653	0.09444	0.16062	embryo.proper
AT3G54170	0.13095	0.08333	0.08333	0.13095	0.08333	embryo.proper
AT5G53880	0.10000	0.10000	0.10000	0.10000	0.10000	embryo.proper
AT5G23570	0.24176	0.02747	0.12222	-0.13919	0.24762	embryo.proper
AT1G23000	0.25588	0.04928	0.05588	0.25588	-0.12215	embryo.proper
AT1G07980	0.23810	0.07143	-0.20946	0.07143	0.32143	embryo.proper
AT5G23910	0.21925	0.07455	0.06726	0.27337	-0.14713	embryo.proper
AT4G36700	0.06664	0.07452	0.14160	0.09167	0.11261	embryo.proper
AT2G32590	0.08191	0.08893	0.04770	0.21053	0.05572	embryo.proper
AT5G27230	0.12159	0.12828	0.06438	0.10363	0.06315	embryo.proper
AT2G20450	0.13333	-0.06250	0.13333	0.13333	0.13333	embryo.proper
AT4G16630	0.01304	0.14169	0.08835	0.13002	0.07971	embryo.proper
AT2G42110	0.05556	0.05556	0.22917	-0.11111	0.22222	embryo.proper
AT3G61310	0.15541	0.00541	0.15541	0.07207	0.06140	embryo.proper
AT2G37420	0.02212	0.08500	0.04266	0.09015	0.20608	embryo.proper
AT2G35600	0.12784	0.11875	0.05208	0.01875	0.10764	embryo.proper
AT5G57120	0.08333	0.08333	0.08333	0.08333	0.08333	embryo.proper
AT5G44080	0.06957	0.06957	0.06957	0.16957	0.03623	embryo.proper
AT5G62500	0.14368	-0.02299	0.16749	0.02463	0.10000	embryo.proper
AT2G26460	0.07907	-0.01505	0.09157	0.09725	0.15407	embryo.proper
AT1G52640	0.11111	0.12277	0.11676	0.05455	-0.00218	embryo.proper
AT1G68640	0.08025	0.06138	0.14154	-0.02353	0.14222	embryo.proper
AT3G50080	0.18553	-0.01724	0.07542	0.01351	0.14387	embryo.proper
AT4G37110	0.06705	0.08379	0.09540	0.04444	0.10759	embryo.proper
AT1G50620	0.05385	0.05672	0.09281	0.15217	0.04133	embryo.proper
AT5G51380	0.10350	0.08642	0.00309	0.17105	0.03241	embryo.proper
AT1G64880	0.09748	0.03947	0.09748	0.06415	0.09748	embryo.proper
AT3G04630	0.09868	0.06154	0.12821	-0.03846	0.14035	embryo.proper
AT4G15890	0.08514	0.09028	0.10526	0.04055	0.06360	embryo.proper
AT5G02370	0.05956	0.04000	0.20765	0.02321	0.05302	embryo.proper
AT5G10950	0.01765	0.07919	0.05585	-0.05303	0.28030	embryo.proper
AT5G50990	0.11707	0.11707	0.15801	-0.18675	0.17422	embryo.proper
AT5G23480	-0.11606	-0.05751	0.06065	0.19701	0.29259	embryo.proper
AT5G48650	0.17391	0.04710	0.03953	0.06137	0.05000	embryo.proper
AT5G54850	0.06667	0.04762	0.10000	0.03636	0.11429	embryo.proper
AT2G46980	0.04767	0.09302	0.03767	0.09302	0.09332	embryo.proper
AT5G56780	0.07752	-0.08915	0.07752	0.07752	0.21085	embryo.proper
AT4G10710	0.09073	0.08379	0.04960	0.04818	0.06699	embryo.proper
AT1G50300	0.00000	0.00000	0.08333	0.14211	0.11298	embryo.proper
AT2G43800	0.03481	0.13776	0.06085	0.11526	-0.01207	embryo.proper
AT2G25620	0.10000	0.08889	0.10000	-0.05000	0.08889	embryo.proper
AT1G08260	0.07556	-0.09009	0.18769	-0.08929	0.24222	embryo.proper
AT5G23940	0.14660	0.17637	0.08974	0.16303	-0.25000	embryo.proper
AT5G43530	0.13137	0.05797	0.04625	0.02268	0.05930	embryo.proper
AT5G09840	0.04545	0.21212	0.04545	-0.25455	0.26551	embryo.proper
AT5G01075	0.06250	0.06250	0.06250	0.06250	0.06250	embryo.proper
AT5G52950	0.05943	-0.02174	0.04239	0.30289	-0.07450	embryo.proper
AT2G32940	0.08440	0.07430	0.12990	-0.08113	0.09524	embryo.proper
AT3G54320	0.18333	0.05000	0.13333	-0.11667	0.05000	embryo.proper
AT5G41770	0.06838	0.01429	0.07516	0.04675	0.08998	embryo.proper
AT4G08460	-0.07483	-0.13429	0.03274	0.10377	0.36538	embryo.proper
AT1G11240	0.10000	-0.01613	0.07143	0.13542	0.00000	embryo.proper
AT1G04030	0.06522	0.23188	-0.01758	0.06522	-0.05978	embryo.proper
AT1G44810	0.06667	0.17619	-0.12176	0.16667	-0.00303	embryo.proper
AT2G22270	0.05000	0.12935	0.03695	0.06269	0.00447	embryo.proper
AT2G25720	0.05556	0.05556	0.05556	0.05556	0.05556	embryo.proper
AT5G41070	0.04545	0.11148	0.12418	-0.05455	0.04545	embryo.proper
AT3G12060	0.16017	-0.17316	0.09351	-0.10649	0.29351	embryo.proper
AT3G27640	0.14667	0.02524	0.02848	0.02184	0.03612	embryo.proper
AT1G26540	0.13830	-0.02837	-0.22405	0.22576	0.14085	embryo.proper
AT3G54870	0.09285	0.11293	0.12757	-0.19281	0.11126	embryo.proper
AT2G34357	-0.02273	-0.08464	0.08679	0.11179	0.15346	embryo.proper
AT5G50390	0.05287	0.00260	0.13594	0.04762	0.00525	embryo.proper
AT3G56870	-0.03214	0.10811	0.10544	0.09286	-0.03214	embryo.proper
AT4G20140	0.08603	0.02056	0.11440	-0.00601	0.02562	embryo.proper
AT1G07840	-0.04262	-0.04262	-0.04262	0.05738	0.30738	embryo.proper
AT4G27370	0.02120	0.04645	0.04281	0.12791	-0.00218	embryo.proper
AT5G13790	-0.02000	0.14667	-0.02000	0.14667	-0.02000	embryo.proper
AT2G01210	0.02879	0.03889	0.02879	0.06469	0.07126	embryo.proper
AT5G42060	0.04545	0.21212	0.05000	-0.12121	0.04545	embryo.proper
AT1G44110	0.06524	-0.02217	0.04310	0.09890	0.04167	embryo.proper
AT2G35530	0.14744	0.23077	0.14744	-0.18590	-0.11923	embryo.proper
AT2G18540	0.07573	-0.12885	-0.02427	0.14744	0.14744	embryo.proper
AT5G27200	0.03846	0.03846	0.06000	0.03846	0.03846	embryo.proper
AT5G15010	0.10145	-0.06522	-0.07353	0.10145	0.14907	embryo.proper
AT1G10320	0.03030	0.04190	-0.00581	0.11758	0.02714	embryo.proper
AT2G18520	0.10784	-0.05882	-0.05882	0.10784	0.10784	embryo.proper
AT2G40030	0.05335	-0.07798	0.02478	0.05990	0.14286	embryo.proper
AT5G36210	0.10625	0.05026	0.12344	-0.29670	0.21800	embryo.proper
AT3G23740	-0.12772	-0.12772	-0.10625	0.23245	0.32588	embryo.proper
AT5G44700	0.05403	0.03369	0.07681	0.01933	0.01215	embryo.proper
AT2G42190	0.00000	0.00000	0.19048	0.00000	0.00000	embryo.proper
AT1G26300	-0.01341	0.01437	-0.01341	0.09524	0.10215	embryo.proper
AT4G14900	0.12667	-0.03333	-0.04813	0.06915	0.06667	embryo.proper
AT5G20300	0.01042	0.05587	0.08564	0.01515	0.01042	embryo.proper
AT1G78650	0.02597	0.09036	0.02351	0.09036	-0.05311	embryo.proper
AT1G31760	-0.01538	0.33333	-0.08333	-0.14286	0.08333	embryo.proper
AT3G17160	0.03415	0.14286	-0.03252	0.14286	-0.11585	embryo.proper
AT3G49380	-0.13131	0.29000	-0.06739	0.20667	-0.12667	embryo.proper
AT5G15570	-0.03153	-0.03653	0.10972	0.16102	-0.03153	embryo.proper
AT1G11420	-0.01889	-0.09728	-0.00855	0.14777	0.14777	embryo.proper
