gene	lnL	t	S	N	dN/dS	dN	dS	NG.dNdS	NG.dN	NG.dS
AT1G72350	-990.888692	0.085	157.8	514.2	0.1434	0.0118	0.0822	0.1398	0.0116	0.0832
AT1G72360	-1135.552904	0.1577	177.1	545.9	0.3552	0.0364	0.1025	0.3347	0.0353	0.1055
AT1G72370	-1270.91345	0.0705	248.4	633.6	0.0948	0.0064	0.0672	0.0776	0.0059	0.0766
AT1G72390	-4540.059785	0.019	812.9	2460.1	0.371	0.0045	0.012	0.3703	0.0044	0.0119
AT1G72430	-520.538619	0.0959	90.5	266.5	0.001	0.0001	0.1258	-1	0	0.1291
AT1G72440	-4238.162028	0.0472	728.5	2316.5	0.1907	0.0078	0.0409	0.1775	0.0076	0.0429
AT1G72450	-903.52301	0.1316	114.3	479.7	0.2159	0.0258	0.1196	0.301	0.0276	0.0918
AT1G72460	-2178.358053	0.0547	400.8	1114.2	0.0443	0.0027	0.0614	0.0398	0.0026	0.0657
AT1G72470	-2747.82381	0.0681	499.4	1390.6	0.0482	0.0037	0.0758	0.0461	0.0038	0.0826
AT1G72480	-2273.38916	0.0934	441.9	1085.1	0.1253	0.0103	0.0822	0.0987	0.0095	0.0965
AT1G72490	-1219.564882	0.0624	188.1	666.9	0.1115	0.0076	0.0678	0.1077	0.0075	0.0693
AT1G72500	-2968.374034	0.0462	500.6	1575.4	0.1249	0.0057	0.0459	0.1227	0.0056	0.0459
AT1G72510	-656.414427	0.077	117.7	335.3	0.0322	0.0029	0.0904	0.0309	0.0029	0.0927
AT1G72530	-379.799928	0.0333	65.2	210.8	0.6531	0.0099	0.0151	0.5838	0.0094	0.0162
AT1G72550	-2495.933229	0.0393	459.5	1313.5	0.1225	0.0046	0.0375	0.1083	0.0044	0.0406
AT1G72560	-4320.661242	0.0741	646.6	2287.4	0.374	0.018	0.0482	0.5216	0.0197	0.0378
AT1G72570	-1076.338243	0.0503	139.1	613.9	0.2069	0.0098	0.0475	0.2858	0.0104	0.0362
AT1G72600	-694.945734	0.6294	94.9	253.1	0.4959	0.1643	0.3312	0.5534	0.1685	0.3046
AT1G72610	-923.344068	0.1427	167.9	438.1	0.1494	0.0185	0.1236	0.1477	0.0181	0.1227
AT1G72630	-489.158962	0.0572	60.8	284.2	0.0381	0.0035	0.0918	0.0528	0.0037	0.0702
AT1G72650	-2893.236445	0.1462	434.2	1428.8	0.4325	0.0373	0.0863	0.4393	0.0367	0.0835
AT1G72660	-1735.34263	0.0778	289.7	907.3	0.0624	0.0056	0.0896	0.061	0.0055	0.09
AT1G72670	-1811.802059	0.0716	344.1	897.9	0.1718	0.0102	0.0595	0.1434	0.0096	0.0668
AT1G72680	-1506.891986	0.4162	193.3	622.7	0.8303	0.1323	0.1594	0.8207	0.1289	0.1571
AT1G72690	-360.268557	0.1298	56.1	183.9	0.7231	0.0397	0.0549	0.6163	0.0379	0.0616
AT1G72700	-5183.134557	0.0361	941.1	2742.9	0.025	0.0011	0.0439	0.0227	0.0011	0.0466
AT1G72720	-544.854167	0.0654	94.2	289.8	0.3036	0.0139	0.0459	0.2543	0.0133	0.0521
AT1G72750	-797.580677	0.0443	158.2	405.8	0.1275	0.0051	0.0397	0.1146	0.0048	0.042
AT1G72770	-2226.899518	0.0724	417.4	1121.6	0.1195	0.0081	0.0674	0.1061	0.0077	0.0725
AT1G72820	-1474.630124	0.0641	245	802	0.001	0.0001	0.091	-1	0	0.083
AT1G72830	-1487.911951	0.0856	222.9	779.1	0.3697	0.0207	0.056	0.434	0.0211	0.0487
AT1G72850	-2194.284442	0.9701	272.6	771.4	0.3545	0.2192	0.6183	0.3511	0.2096	0.597
AT1G72880	-1668.08656	0.0787	286.6	856.4	0.2319	0.0143	0.0618	0.2572	0.0147	0.057
AT1G72890	-1948.916988	0.0835	326.7	981.3	0.2703	0.0166	0.0615	0.2415	0.016	0.0664
AT1G72910	-1875.70441	0.2253	244.8	877.2	1.085	0.0764	0.0704	1.1327	0.0759	0.067
AT1G72970	-2617.324298	0.0642	457.7	1324.3	0.1426	0.0084	0.059	0.1356	0.0082	0.0604
AT1G72980	-854.877146	0.0305	116.4	495.6	0.4169	0.008	0.0193	0.5266	0.0083	0.0158
AT1G72990	-3022.121168	0.0781	526.6	1531.4	0.291	0.016	0.0551	0.2652	0.0154	0.0581
AT1G73000	-918.400082	0.0645	174.4	455.6	0.1715	0.0092	0.0536	0.1709	0.0096	0.0561
AT1G73010	-1261.911645	0.0551	192.6	689.4	0.1243	0.0072	0.0582	0.1289	0.0072	0.056
AT1G73020	-2888.801354	0.0614	535.2	1456.8	0.2156	0.0104	0.048	0.1887	0.0098	0.0521
AT1G73030	-840.849218	0.0482	169.4	439.6	0.001	0.0001	0.0576	-1	0	0.0689
AT1G73050	-2316.835273	0.0228	433.8	1222.2	0.0671	0.0016	0.0244	0.0659	0.0016	0.0245
AT1G73060	-1511.765729	0.0324	303.2	764.8	0.084	0.0026	0.0314	0.0705	0.0025	0.0352
AT1G73066	-2535.019929	0.0318	471.7	1322.3	0.3438	0.0071	0.0205	0.2804	0.0066	0.0236
AT1G73090	-1055.877371	0.0628	195.3	530.7	0.1326	0.0076	0.0572	0.1646	0.009	0.055
AT1G73100	-2781.081761	0.0218	464.5	1539.5	0.1153	0.0026	0.0227	0.1245	0.0026	0.0211
AT1G73110	-1760.41035	0.03	297.9	959.1	0.2052	0.0052	0.0254	0.2145	0.0052	0.0243
AT1G73120	-436.636531	0.0503	69.8	236.2	1.0123	0.0168	0.0166	1.2131	0.0172	0.0142
AT1G73130	-2512.094133	0.0746	405.2	1334.8	0.2432	0.0144	0.0593	0.2553	0.0144	0.0563
AT1G73140	-1852.447999	0.1031	315.1	923.9	0.1215	0.0121	0.0996	0.1013	0.0114	0.1127
AT1G73150	-1938.86885	0.0651	269.5	1077.5	0.206	0.0123	0.0595	0.2492	0.0126	0.0506
AT1G73160	-2103.454725	0.1257	343.6	1015.4	0.2847	0.0256	0.09	0.2995	0.0262	0.0873
AT1G73170	-2821.591926	0.0466	545.4	1437.6	0.4876	0.012	0.0247	0.4266	0.0115	0.0269
AT1G73177	-243.076662	0.017	55.3	133.7	99	0.008	0.0001	-1	0.0068	0
AT1G73180	-2233.664609	0.0617	416.7	1116.3	0.2373	0.011	0.0462	0.2064	0.0105	0.0508
AT1G73190	-1156.108023	0.0706	260.9	543.1	0.0269	0.0018	0.0687	0.0212	0.0017	0.0797
AT1G73200	-3410.534752	0.068	574.4	1762.6	0.1836	0.0108	0.059	0.1769	0.0106	0.0601
AT1G73210	-1363.266598	0.0508	216.6	731.4	0.0983	0.0055	0.0557	0.0976	0.0054	0.0554
AT1G73220	-2263.655011	0.0447	481.5	1102.5	0.0641	0.0027	0.0428	0.051	0.0025	0.0496
AT1G73230	-660.040103	0.0192	125.2	369.8	0.001	0	0.0252	-1	0	0.0267
AT1G73240	-1916.981422	0.0744	389.8	909.2	0.0796	0.0056	0.0697	0.0638	0.0052	0.0809
AT1G73260	-892.604381	0.0395	179.8	447.2	0.6369	0.0113	0.0178	0.5209	0.0106	0.0203
AT1G73320	-1263.507966	0.1129	248.4	588.6	0.1736	0.0156	0.0898	0.1423	0.0145	0.1018
AT1G73325	-950.980151	0.0373	166.1	499.9	0.3185	0.0081	0.0254	0.3134	0.008	0.0254
AT1G73330	-905.749409	0.0495	187.3	439.7	0.9583	0.0163	0.017	0.7315	0.0148	0.0203
AT1G73340	-2062.224283	0.0234	429.3	1034.7	0.3269	0.0049	0.0149	0.2481	0.0045	0.018
AT1G73370	-4146.44336	0.0738	635.2	2190.8	0.1895	0.0125	0.0662	0.2057	0.0127	0.0615
AT1G73380	-1930.213963	0.0812	361.5	937.5	0.2043	0.013	0.0636	0.1813	0.0124	0.0683
AT1G73400	-2029.30453	0.0901	304.6	1093.4	0.1124	0.011	0.0982	0.1158	0.0109	0.0945
AT1G73410	-1112.389322	0.1155	185.8	543.2	0.2351	0.021	0.0895	0.209	0.0204	0.0977
AT1G73430	-3363.312108	0.0591	647	1705	0.0574	0.0036	0.0622	0.0477	0.0034	0.0706
AT1G73440	-1092.310503	0.1011	139.1	595.9	0.261	0.022	0.0841	0.3725	0.0235	0.063
AT1G73470	-1566.018039	0.08	276.3	773.7	0.2004	0.013	0.0649	0.2015	0.0128	0.0636
AT1G73480	-2111.674792	0.1077	400.8	994.2	0.0782	0.0082	0.1047	0.0674	0.0077	0.1149
AT1G73510	-1216.226601	0.8307	126.7	446.3	0.7256	0.2555	0.3521	0.7581	0.2507	0.3306
AT1G73530	-812.134092	0.0909	156.4	386.6	0.09	0.0077	0.0861	0.0787	0.0074	0.0941
AT1G73540	-835.467717	0.0605	125	457	0.096	0.0067	0.0695	0.1058	0.0067	0.0633
AT1G73550	-706.168696	0.0969	112.6	352.4	0.2926	0.0204	0.0696	0.3453	0.0214	0.0619
AT1G73560	-641.360364	0.0736	142.2	298.8	0.1094	0.0068	0.0618	0.08	0.0061	0.076
AT1G73580	-727.264355	0.0633	124.5	379.5	0.0769	0.0053	0.0692	0.0744	0.0052	0.0702
AT1G73590	-2714.853464	0.0697	483.7	1373.3	0.0679	0.0051	0.0748	0.0666	0.005	0.0749
AT1G73603	-393.026929	0.072	55	212	0.2299	0.0142	0.0617	0.2732	0.0145	0.0532
AT1G73610	-1510.242185	0.0695	251.3	783.7	0.5003	0.0186	0.0373	0.5384	0.0187	0.0348
AT1G73620	-1037.756101	0.0336	183.9	548.1	0.1998	0.0056	0.0279	0.1995	0.0055	0.0276
AT1G73630	-731.866843	0.1297	107.2	381.8	0.0642	0.0103	0.1605	0.0761	0.0106	0.1396
AT1G73640	-969.329921	0.031	220.3	475.7	0.3465	0.0065	0.0187	0.2299	0.0057	0.0247
AT1G73655	-1174.288447	0.2147	200.1	504.9	0.6985	0.0638	0.0913	0.6146	0.0607	0.0987
AT1G73680	-2720.082783	0.0509	496.9	1396.1	0.0991	0.005	0.0505	0.085	0.0048	0.0562
AT1G73700	-1853.889357	0.1216	364.9	859.1	0.0963	0.0107	0.1109	0.0788	0.0099	0.1258
AT1G73710	-4197.528713	0.084	715.4	2143.6	0.1306	0.0105	0.0804	0.126	0.0103	0.0819
AT1G73730	-2396.939674	0.0465	372.3	1319.7	0.1743	0.0076	0.0436	0.181	0.0076	0.0419
AT1G73740	-1125.693752	0.0802	221.8	540.2	0.2993	0.0159	0.0531	0.2813	0.0158	0.0561
AT1G73750	-1862.076912	0.1192	330.9	878.1	0.2657	0.0226	0.0852	0.2381	0.0217	0.0911
AT1G73770	-874.871524	0.1618	109.6	466.4	0.0809	0.0171	0.2107	0.1155	0.0181	0.1563
AT1G73780	-493.199042	0.2289	80.2	213.8	0.7674	0.0705	0.0918	0.6078	0.066	0.1085
AT1G73790	-292.380559	0.0981	57.7	146.3	0.0725	0.0071	0.0977	0.0673	0.0067	0.0993
AT1G73805	-1897.920569	0.0342	357.7	989.3	0.3101	0.0072	0.0231	0.2565	0.0068	0.0264
AT1G73810	-1884.543458	0.089	305.1	948.9	0.1534	0.0127	0.0825	0.1518	0.0126	0.0829
AT1G73820	-771.889644	0.0471	104.5	441.5	0.0726	0.0046	0.0628	0.0935	0.0047	0.0507
AT1G73830	-1156.131382	0.0874	191.2	591.8	0.1418	0.0118	0.0829	0.136	0.0116	0.0852
AT1G73840	-1620.440115	0.1295	328.2	754.8	0.3408	0.0272	0.0799	0.2651	0.0248	0.0934
AT1G73850	-1883.104381	0.1507	242.4	969.6	0.1873	0.0269	0.1436	0.2425	0.0286	0.118
AT1G73870	-1377.070684	0.1482	241.1	655.9	0.3267	0.0318	0.0973	0.2566	0.03	0.1167
AT1G73875	-2045.54948	0.1081	320	1021	0.2505	0.021	0.0839	0.2486	0.0208	0.0836
AT1G73885	-553.334323	0.1093	88.6	283.4	0.1281	0.0139	0.1085	0.1451	0.0142	0.0977
AT1G73890	-885.440642	0.1153	178.3	409.7	0.1981	0.0173	0.0871	0.1772	0.0165	0.0933
AT1G73920	-2744.758443	0.05	477	1425	0.1551	0.007	0.0454	0.1476	0.0069	0.0466
AT1G73930	-2615.651113	0.0267	471.3	1397.7	0.1908	0.0043	0.0226	0.187	0.0042	0.0226
AT1G73950	-1987.71739	0.0365	377.8	1023.2	0.152	0.0049	0.0319	0.1379	0.0047	0.034
AT1G73960	-5743.622782	0.0164	1048.9	3121.1	0.183	0.0026	0.014	0.169	0.0025	0.0148
AT1G73965	-493.191115	0.1068	87.3	233.7	0.4252	0.026	0.0612	0.3807	0.0252	0.0662
AT1G73970	-2329.974843	0.1275	390.9	1133.1	0.316	0.0273	0.0865	0.3044	0.0266	0.0874
AT1G73980	-2711.67693	0.0339	500.2	1428.8	0.1056	0.0035	0.0335	0.0965	0.0034	0.0354
AT1G73990	-2343.698254	0.0303	374.8	1293.2	0.1238	0.0039	0.0315	0.1417	0.004	0.0279
AT1G74000	-1404.705168	0.0476	274.2	706.8	0.2507	0.0087	0.0345	0.2241	0.0083	0.0369
AT1G74010	-1361.424202	0.026	243.3	734.7	0.1025	0.0027	0.0266	0.1088	0.0027	0.0251
AT1G74020	-1399.173143	0.0217	280.1	724.9	0.2778	0.0042	0.0151	0.2488	0.004	0.0161
AT1G74030	-2051.00562	0.0569	364	1067	0.0425	0.0028	0.0663	0.0416	0.0028	0.0666
AT1G74045	-1052.031939	0.029	213.9	530.1	0.5327	0.0077	0.0145	0.3964	0.007	0.0177
AT1G74055	-672.150779	0.1352	124.2	307.8	0.2895	0.0264	0.0913	0.2505	0.025	0.0999
AT1G74080	-1456.800956	0.0794	248.3	732.7	0.4284	0.0198	0.0462	0.39	0.0193	0.0495
AT1G74100	-1456.182352	0.066	230.8	783.2	0.0458	0.0038	0.0837	0.0461	0.0038	0.0821
AT1G74120	-1896.602088	0.0345	308.6	1038.4	0.1447	0.0049	0.0337	0.1492	0.0049	0.0326
AT1G74140	-1322.481708	0.0064	217.4	751.6	0.2745	0.0013	0.0049	0.3308	0.0014	0.0042
AT1G74150	-2350.896653	0.0391	410.3	1257.7	0.3141	0.0085	0.027	0.3014	0.0083	0.0274
AT1G74190	-4184.659324	0.0756	744.6	2078.4	0.4594	0.0192	0.0418	0.3925	0.0184	0.0469
AT1G74210	-1634.62447	0.0292	313.2	859.8	0.0782	0.0023	0.03	0.0648	0.0022	0.0342
AT1G74220	-1369.702068	0.0522	277	692	0.359	0.0115	0.0321	0.3102	0.0109	0.0353
AT1G74240	-1350.482939	0.0401	242.4	705.6	0.1601	0.0057	0.0357	0.1513	0.0055	0.0366
AT1G74250	-2629.929486	0.059	442.6	1444.4	0.4528	0.0153	0.0338	0.3996	0.0148	0.0371
AT1G74260	-6074.81653	0.059	1062.2	3167.8	0.1011	0.0061	0.0601	0.1042	0.0062	0.0596
AT1G74270	-471.537205	0.0583	68.4	267.6	0.001	0.0001	0.0951	-1	0	0.0821
AT1G74310	-3777.059449	0.0371	682.9	2050.1	0.0328	0.0015	0.045	0.0318	0.0014	0.0454
AT1G74320	-1461.632742	0.0439	217	827	0.093	0.0048	0.052	0.1066	0.0049	0.0459
AT1G74340	-327.839762	0.042	67.5	172.5	0.001	0	0.0497	-1	0	0.0543
AT1G74370	-1189.211403	0.1247	244.2	532.8	0.2573	0.0218	0.0847	0.1808	0.0196	0.1085
AT1G74380	-1932.021184	0.0465	285.9	1085.1	0.0277	0.0019	0.0673	0.0308	0.0019	0.061
AT1G74390	-2281.497678	0.084	433.9	1084.1	0.9494	0.0276	0.029	0.7648	0.0256	0.0335
AT1G74420	-2327.167911	0.2451	317.4	1050.6	0.778	0.0766	0.0985	0.8323	0.0766	0.092
AT1G74430	-985.11145	0.0915	178.1	478.9	0.3797	0.0211	0.0557	0.3239	0.02	0.0619
AT1G74458	-408.16601	0.1772	66.7	185.3	0.5991	0.0502	0.0837	0.5369	0.0482	0.0897
AT1G74460	-1559.534389	0.0432	316.2	781.8	0.0995	0.004	0.0401	0.0855	0.0041	0.0482
AT1G74470	-2036.145024	0.0876	351.4	1046.6	0.027	0.0029	0.1075	0.0571	0.0057	0.0992
AT1G74480	-1221.35111	0.0892	188.7	633.3	0.215	0.0162	0.0753	0.2501	0.0174	0.0694
AT1G74500	-383.381332	0.0102	91.4	187.6	0.001	0	0.0103	-1	0	0.0149
AT1G74510	-1965.738013	0.0698	328.5	1018.5	0.0777	0.006	0.0769	0.0818	0.0063	0.0768
AT1G74520	-761.655412	0.0613	136.9	391.1	0.0814	0.0052	0.0639	0.0707	0.0049	0.0696
AT1G74540	-2173.167147	0.0607	387.3	1103.7	0.1274	0.0073	0.0571	0.1181	0.007	0.0596
AT1G74550	-2111.857766	0.0447	399.6	1061.4	0.4689	0.0114	0.0242	0.4069	0.0108	0.0266
AT1G74590	-1053.235652	0.1171	183	513	1.2989	0.0415	0.032	1.045	0.0387	0.037
AT1G74600	-3392.919252	0.1783	517.4	1633.6	0.1578	0.026	0.1649	0.1695	0.0265	0.1566
AT1G74630	-3021.218345	0.1567	481.2	1444.8	0.2049	0.0265	0.1294	0.21	0.0271	0.1289
AT1G74650	-1354.192845	0.0165	192.3	791.7	0.0543	0.0013	0.0231	0.0699	0.0013	0.0187
AT1G74660	-427.857092	0.067	66.1	236.9	0.001	0.0001	0.1021	-1	0	0.0897
AT1G74670	-420.473302	0.021	68.9	234.1	0.2536	0.0042	0.0165	0.266	0.0042	0.0158
AT1G74680	-2033.136067	0.0793	343.4	1030.6	0.4281	0.0198	0.0463	0.3871	0.0191	0.0494
AT1G74690	-2620.663454	0.0943	463	1298	0.3556	0.0213	0.0599	0.3141	0.0204	0.0649
AT1G74700	-1211.405127	0.0739	205.2	634.8	0.0778	0.0063	0.0812	0.0764	0.0062	0.0815
AT1G74710	-2464.947015	0.068	417	1278	0.0605	0.0047	0.0777	0.0635	0.0047	0.0739
AT1G74730	-851.936972	0.0596	172.3	421.7	0.0843	0.0048	0.0568	0.077	0.0046	0.0596
AT1G74750	-3645.41747	0.0495	579.5	1952.5	0.1535	0.0073	0.0475	0.1742	0.0075	0.043
AT1G74770	-5779.813789	0.1253	883.3	2878.7	0.2544	0.0247	0.0972	0.2525	0.0246	0.0974
AT1G74780	-1821.644564	0.0804	371.2	867.8	0.14	0.0094	0.0674	0.1121	0.0087	0.0775
AT1G74790	-3053.833316	0.0704	534.2	1550.8	0.1532	0.0097	0.0634	0.1421	0.0094	0.0665
AT1G74800	-2834.794049	0.0327	497.8	1512.2	0.0976	0.0033	0.0339	0.0907	0.0032	0.0356
AT1G74840	-798.784935	0.1537	131.8	372.2	0.3386	0.0339	0.1001	0.3694	0.035	0.0947
AT1G74850	-3698.603485	0.0434	691.8	1897.2	0.2202	0.0074	0.0337	0.1872	0.0071	0.0377
AT1G74860	-1793.664061	0.1026	271.1	925.9	0.2627	0.0209	0.0796	0.2696	0.0208	0.0773
AT1G74870	-743.83574	0.0596	100.5	418.5	0.3391	0.0144	0.0425	0.3866	0.0147	0.0381
AT1G74875	-1129.483653	0.1385	147.7	581.3	0.6506	0.0416	0.064	0.7743	0.0425	0.0549
AT1G74880	-729.288528	0.132	133.9	340.1	0.1637	0.018	0.11	0.1522	0.0178	0.1167
AT1G74890	-876.712043	0.0783	154.8	451.2	0.1277	0.0095	0.0744	0.1329	0.0099	0.0745
AT1G74900	-1468.476666	0.0856	244	767	0.1492	0.012	0.0805	0.1461	0.0121	0.0831
AT1G74910	-1728.549891	0.0333	327.7	905.3	0.0628	0.0022	0.0356	0.0579	0.0022	0.0372
AT1G74920	-2280.638615	0.116	396.1	1106.9	0.1773	0.0174	0.0981	0.1679	0.0168	0.1003
AT1G74940	-1026.328061	0.1253	175.1	493.9	0.1204	0.0143	0.1191	0.0997	0.0137	0.137
AT1G74950	-1115.441315	0.0753	196.6	556.4	0.404	0.0181	0.0449	0.3822	0.0176	0.0461
AT1G74960	-2321.735406	0.0559	421.4	1198.6	0.0714	0.0043	0.0596	0.0742	0.0045	0.0603
AT1G74970	-953.247675	0.126	181.7	442.3	0.0545	0.0069	0.1273	0.0466	0.0065	0.1406
AT1G74990	-595.911838	0.0605	98.9	312.1	0.3085	0.0131	0.0424	0.2992	0.0128	0.0428
AT1G75000	-972.74706	0.0656	169.9	499.1	0.1932	0.0106	0.0549	0.2251	0.0114	0.0508
AT1G75010	-3374.151748	0.1071	544	1673	0.4249	0.0268	0.0631	0.4277	0.0264	0.0618
AT1G75020	-1629.286548	0.0474	262.5	874.5	0.1906	0.008	0.0419	0.2167	0.0081	0.0376
AT1G75030	-1053.106382	0.0592	189.4	548.6	0.1352	0.0075	0.0553	0.1235	0.0072	0.0582
AT1G75060	-931.913114	0.028	194.9	471.1	0.0809	0.0022	0.0266	0.0576	0.0019	0.0338
AT1G75080	-1416.641114	0.0415	272.8	732.2	0.1509	0.0055	0.0363	0.1406	0.0053	0.0376
AT1G75100	-2746.446656	0.1051	440.1	1383.9	0.3077	0.0227	0.0738	0.3119	0.0225	0.072
AT1G75110	-1960.446276	0.1231	355.8	931.2	0.1705	0.0175	0.1026	0.1396	0.0164	0.1177
AT1G75120	-1741.429679	0.0597	321.3	875.7	0.3813	0.0139	0.0364	0.3247	0.0132	0.0406
AT1G75130	-2307.245324	0.1061	382.8	1126.2	0.2692	0.021	0.0778	0.2572	0.0205	0.0799
AT1G75140	-2772.59105	0.0949	522.1	1325.9	0.1948	0.0146	0.0749	0.1582	0.0136	0.0862
AT1G75150	-3346.228883	0.1027	531.6	1730.4	0.3915	0.0251	0.0641	0.3761	0.0247	0.0657
AT1G75160	-1725.963297	0.0713	368.5	816.5	0.0757	0.005	0.0654	0.0526	0.0044	0.084
AT1G75170	-1300.021488	0.0842	209.1	678.9	0.078	0.0074	0.0951	0.0716	0.0072	0.1006
AT1G75180	-1322.836876	0.0293	240.4	704.6	0.6759	0.0087	0.0129	0.6081	0.0083	0.0137
AT1G75190	-502.32439	0.0726	58.6	319.4	0.001	0.0002	0.1553	-1	0	0.1148
AT1G75200	-2795.859072	0.052	510.5	1430.5	0.1762	0.0078	0.0441	0.1532	0.0074	0.0483
AT1G75220	-2040.131476	0.0333	406.9	1054.1	0.0543	0.0019	0.0349	0.0517	0.0018	0.0356
AT1G75250	-403.925209	0.0543	70.7	214.3	0.4743	0.0142	0.0299	0.4106	0.0136	0.033
AT1G75260	-2150.617808	0.1376	352	1061	0.6699	0.0408	0.061	0.6241	0.0397	0.0637
AT1G75270	-914.088743	0.0666	136.8	502.2	0.108	0.008	0.0743	0.1322	0.0082	0.0623
AT1G75280	-1327.349894	0.0539	257.3	675.7	0.288	0.0107	0.0371	0.2472	0.0101	0.041
AT1G75290	-1366.691356	0.078	232.8	700.2	0.3354	0.0174	0.0519	0.3207	0.0169	0.0528
AT1G75310	-6220.151909	0.079	962.8	3339.2	0.4216	0.0202	0.0478	0.4326	0.02	0.0462
AT1G75330	-1595.353813	0.0459	340.8	784.2	0.0918	0.0038	0.0417	0.0714	0.0035	0.0494
AT1G75340	-1809.166466	0.0828	321.6	902.4	0.3771	0.0193	0.0511	0.3383	0.0184	0.0543
AT1G75350	-598.924566	0.0361	92.1	342.9	0.0638	0.0029	0.046	0.0719	0.003	0.0415
AT1G75360	-884.745282	0.2211	116.6	426.4	0.3623	0.0535	0.1476	0.4329	0.0551	0.1273
AT1G75370	-2502.637884	0.0411	363.4	1409.6	0.2233	0.008	0.0358	0.3106	0.0088	0.0282
AT1G75388	-160.726194	0	32	91	0.4019	0	0	-1	0	0
AT1G75390	-722.373366	0.0455	106.9	403.1	0.001	0.0001	0.072	-1	0	0.0602
AT1G75400	-1941.131816	0.0384	381.2	983.8	0.2654	0.0072	0.0272	0.2182	0.0068	0.0311
AT1G75410	-2157.718513	0.0197	392.7	1173.3	0.1385	0.0026	0.0186	0.1189	0.0025	0.0207
AT1G75430	-1232.401278	0.0361	256.6	613.4	0.1695	0.0049	0.029	0.1266	0.0045	0.0356
AT1G75450	-1307.370061	0.0525	233.3	675.7	0.0808	0.0045	0.0552	0.0732	0.0043	0.0589
AT1G75490	-857.817971	0.0594	143.5	444.5	0.2429	0.0112	0.0463	0.2538	0.0112	0.0443
AT1G75500	-1651.584944	0.0326	325.3	847.7	0.0328	0.0012	0.0361	0.0298	0.0011	0.0383
AT1G75510	-1135.677674	0.0659	156.3	623.7	0.2187	0.0128	0.0585	0.2725	0.0132	0.0486
AT1G75520	-1470.367784	0.0482	232.4	796.6	0.4614	0.0127	0.0275	0.4564	0.0125	0.0274
AT1G75540	-1418.44711	0.0721	253.4	718.6	0.186	0.0112	0.0603	0.1592	0.0107	0.0671
AT1G75550	-710.53684	0.1344	144.1	356.9	0.1245	0.0148	0.119	0.1116	0.0146	0.1309
AT1G75670	-864.614683	0.097	136.3	451.7	0.057	0.0067	0.1173	0.061	0.0067	0.1096
AT1G75680	-2288.508934	0.0689	360.5	1214.5	0.0843	0.0066	0.0782	0.0938	0.0067	0.071
AT1G75690	-688.372973	0.1437	116.1	333.9	0.036	0.0061	0.1683	0.0366	0.006	0.164
AT1G75700	-728.716203	0.0832	118	380	0.3282	0.0187	0.0569	0.3015	0.018	0.0597
AT1G75710	-1480.905484	0.045	297.8	725.2	0.5103	0.0117	0.023	0.4208	0.0111	0.0264
AT1G75717	-417.12539	0.1029	68	211	0.2339	0.0191	0.0815	0.2069	0.0184	0.0891
AT1G75730	-2546.447439	0.0699	477.5	1262.5	0.4196	0.0169	0.0402	0.3452	0.0159	0.046
AT1G75750	-430.533386	0.0537	63	234	0.0632	0.0043	0.0684	0.0776	0.0045	0.0575
AT1G75760	-1167.633021	0.0558	198.3	617.7	0.1584	0.0081	0.0513	0.172	0.0081	0.0472
AT1G75770	-1010.232719	0.1313	162.7	485.3	0.4588	0.0338	0.0736	0.4259	0.0328	0.0771
AT1G75780	-1958.822021	0.0992	338	1003	0.0077	0.001	0.1283	0.0074	0.001	0.1305
AT1G75790	-2407.016761	0.1207	408.9	1172.1	0.1095	0.013	0.1184	0.1008	0.0125	0.1244
AT1G75800	-1319.569475	0.0963	261	618	0.1405	0.0114	0.0811	0.1157	0.0107	0.0923
AT1G75840	-820.379866	0.0319	167.3	420.7	0.001	0	0.0373	-1	0	0.0459
AT1G75850	-3282.220379	0.0256	626.1	1746.9	0.0395	0.0011	0.0291	0.0346	0.0011	0.0317
AT1G75870	-715.730012	0.0762	125.2	363.8	0.3349	0.0168	0.0502	0.2789	0.016	0.0572
AT1G75880	-1481.565702	0.1827	209.8	714.2	0.3433	0.0425	0.1237	0.4203	0.0442	0.1051
AT1G75900	-1596.636588	0.0783	269.2	816.8	0.341	0.0177	0.0518	0.3612	0.0178	0.0493
AT1G75920	-1412.81699	0.0415	246.6	767.4	0.127	0.0052	0.0408	0.1272	0.0051	0.0402
AT1G75940	-2269.938652	0.0439	383.7	1221.3	0.1071	0.0049	0.0457	0.0982	0.0048	0.0485
AT1G75980	-952.383609	0.0455	161.8	510.2	1.2592	0.0159	0.0127	1.1679	0.0155	0.0133
AT1G75990	-2100.783883	0.0493	385.9	1075.1	0.1217	0.0057	0.0464	0.1059	0.0054	0.051
AT1G76010	-1189.078374	0.0474	242.2	606.8	0.0713	0.0034	0.047	0.0603	0.0032	0.0525
AT1G76020	-1010.701817	0.0882	203.2	468.8	0.3837	0.0198	0.0516	0.2941	0.0181	0.0616
AT1G76065	-363.710536	0.1515	62.1	177.9	0.1781	0.023	0.1292	0.1438	0.0215	0.1498
AT1G76070	-1294.871832	0.1793	201.9	617.1	0.1457	0.0244	0.1677	0.1456	0.0242	0.166
AT1G76080	-840.775189	0.1577	134.1	402.9	0.2178	0.0277	0.1272	0.1996	0.0269	0.135
AT1G76100	-770.11	0.1139	154.7	358.3	0.3092	0.0227	0.0734	0.2655	0.0213	0.0801
AT1G76120	-2052.293903	0.1035	345.6	1028.4	0.1926	0.0168	0.0872	0.174	0.0161	0.0928
